MBIID	rating_mean_cat1	rating_mean_cat2	rating_mean_cat3	rating_mean_cat4	rating_mean_cat5	rating_mean_cat6	rating_mean_cat7	rating_mean_cat8	rating_mean_cat9
B187539	-2	-2.333	-2	-2.444	-2.222	-3	-2.889	-3	-2.222
B187540	1	0.444	0.667	-0.222	1	-3	-1.778	1	-2.889
B187541	1.667	0.556	2.111	0.111	1.222	-2.667	-2.444	0.333	-2
B187544	0.889	0.778	2.333	-0.778	2.667	-2.778	-2.778	-1.778	-2.889
B187545	0.667	-0.222	2.333	-0.222	2.333	-3	-2.222	-0.778	-3
B187546	1.778	-0.222	2.444	0	2.889	-3	-2.556	-1.333	-1.778
B187547	2.333	0	2.667	0.222	2.556	-3	-2.667	-0.333	-2.556
B187548	-0.333	0.111	1.444	-1.222	1.333	-3	-3	0.556	-2.889
B187550	0.333	0.444	1.111	-0.111	0.889	-0.222	0	1.111	0.333
B187551	1.333	0.556	2.778	0.111	2.333	-2.889	-1.889	-0.222	-1.889
B187552	2.778	0.444	3	-1	3	-1.222	1.111	-0.889	3
B187553	1.889	-0.667	2.667	-0.222	1.778	-3	-1.222	-0.778	-1.444
B187556	1.444	-0.556	1.778	-0.667	2.333	-2.889	-2	-0.222	-2.778
B187557	1.333	0	2.667	0.111	1.444	-2.889	-2.667	0	-0.889
B187558	0	0	0	0	0	0	0	0	0
B187559	2.778	0.222	2.889	-0.111	1.778	-3	-3	3	-3
B187561	-0.333	-2.889	2	-0.667	0.111	-1.333	-2.667	-1.778	-0.778
B187562	2	1.667	2.444	0.222	2.778	-2.444	-0.111	1	-2.111
B187564	1.778	-1.111	1.889	-1.111	1.111	-3	-2	-2.889	-2
B187565	-0.111	0	1.111	0	0.333	-1	-0.889	0	-1.222
B187566	1.556	-1.222	2.667	-0.556	1.667	-3	-3	0.444	-3
B187567	2.444	0.778	2.778	-0.333	2	-2.778	-1.778	-1.333	-1.222
B187568	2.556	2.667	2.667	0.222	2.444	-2.444	-0.667	1.222	1.222
B187569	0.889	0.556	1.444	-0.222	1.333	-2.556	-0.667	0.222	-1.444
B187570	1.333	0.444	1.778	0	2	-2.667	-2.333	0.556	-1
B187571	1.778	-1.222	2.333	-1.333	1.667	-3	-2	0	-2.556
B187572	-2.444	-1.889	-2	-2.444	-1	-3	-2.889	0.778	-3
B187573	1.111	0.667	1	-0.111	1.667	-2.889	-2.556	1.444	-3
B187574	0.889	-0.333	0.667	-0.111	1	-3	-2.778	-1	-3
B187575	0.222	-0.889	0.333	-0.222	0.222	-3	-2.333	-1.778	-1.778
B187576	0.667	1.444	1.556	0.222	1.778	0.111	1.667	1.556	1
B187577	0.444	-0.111	0.556	-1	1.667	-2.556	-2.556	-1	-2.333
B187578	0.667	-0.111	1.778	-0.444	0.889	-2	-1.778	-0.222	-1.333
B187579	1.889	0.556	2.556	-0.222	2.444	-3	-3	-1.333	-2.222
B187580	1.222	1.778	1.111	1.444	0.889	1.333	1.111	1.556	2
B187581	1.222	-0.889	1.556	-0.778	0.556	-3	-3	1.556	-2.778
B187584	2.556	0.889	2.333	0.222	2.667	-2.889	-2.667	-0.111	-3
B187585	1.667	0.111	2	-0.333	2	-2.889	-2.333	0.444	-0.889
B187587	2.333	2.111	2.111	0.111	3	-3	-1.556	1.111	-3
B187588	0.778	1.111	2.778	-0.556	2.667	-2.889	-1	-0.333	-0.778
B187590	2.556	-1.111	1.556	0.667	2.778	-2.111	-2.556	2.556	-2.667
B187591	0.667	-0.111	1	-0.556	1.444	-2.444	-2.222	0.111	-2.778
B187595	0	1	3	0.333	2.778	-2.778	-1.667	0	-2.556
B187596	1.222	0.556	1.111	-0.556	2.111	-3	-2.333	-1	-3
B187597	1.556	0.889	1.889	0.556	2.222	-2.778	-2.444	1.667	-2.889
B187601	2	-0.222	2.667	-0.222	1.667	-3	-3	-0.333	-2.667
B187602	1.778	0.778	2.111	0.111	2.333	-3	-3	0.778	-3
B187603	0.667	0.444	1.778	-0.333	1.889	-2.333	-2.333	1	-0.667
B187605	1.111	-0.556	2.556	-1	2.333	-3	-1.222	-2.667	-1.444
B187606	1.444	0.667	2.222	0.444	2.444	-3	-3	1.556	-3
B187608	1.222	0.111	2.111	0.111	1.222	-2.889	-2.778	2.222	-2.889
B187610	1.444	-0.333	2.556	0	2.333	-3	-1.222	-1	-2.333
B187611	-0.444	-0.556	0	0	0	-2.667	-1.889	0.444	-1
B187612	1.111	-0.444	1.222	0.667	0.333	0.444	0.778	-0.111	0.556
B187613	1	-0.444	1.556	-1.333	2.556	-3	-2.778	-1.444	-3
B187615	1	2	2.111	0	2.778	-2.889	-1.556	0.444	-1.889
B187616	1	2.111	2.778	-0.111	2.556	-2.778	-1	2	2
B187617	2.333	-0.222	2.333	-0.889	1.889	-2.889	-3	2.222	-2.889
B187618	0.222	-0.333	0.778	-0.333	1.111	-1.667	-0.333	-0.556	0.111
B187619	1.556	0.778	2.333	0.111	1.778	-2.556	-1.111	0.222	-0.222
B187620	0.556	0.111	2.333	-0.444	2.444	-2.889	-2	-1.333	-3
B187621	1.333	0.778	1.556	0.667	1.889	-2.778	-2.222	-0.111	-1.333
B187622	0.444	-1	0.333	-1.222	0.889	-3	-2.667	-1.889	-2.111
B187623	0	-0.111	2	0.444	2.444	-3	-1.444	-2.444	-2.444
B187624	0.556	0.111	1	0.333	3	-3	-1.111	-0.111	-1.444
B187625	2.889	2.333	2.889	0.111	3	-3	-2.778	0.667	-2.889
B187627	1.111	-0.444	1.222	-0.667	1.667	-1.556	-0.333	-1.222	-2.111
B187628	0	0.556	1	-0.667	1.556	-2.333	-1.667	0.333	0.444
B187629	3	0.778	2.667	-0.778	2.889	-3	-3	-1	-3
B187631	1.667	-2.444	1.667	-1.444	2.111	-2.222	-0.778	-2.778	2.222
B187632	1	-1.778	2.556	-0.889	1.111	-3	-3	-2.333	-1.667
B187633	0.778	0.444	1.889	-0.778	2.333	-3	-2.667	-1	-2.444
B187638	1.889	-0.222	0.556	-1.778	2.333	-2.778	-1.778	-2.111	-2.889
B187639	1.444	-0.889	2.667	-0.556	1.778	-3	-3	-0.778	-3
B187641	0.111	0	1	-1	2.778	-2.667	-2.111	0.889	-1.333
B187642	1	1	1	-0.222	1.556	-3	-1.333	1	-2
B187644	0.778	0	1	0	0.889	-0.778	0.444	-0.889	-1.889
B187645	2.222	-0.778	1.889	-1	0.556	-2.778	-1.778	-0.111	-1.778
B187646	0.333	0.222	1	-0.444	1.333	-2.778	-1.889	0.778	-2.111
B187647	0.778	0.111	0.889	-0.111	0.889	-0.333	-0.444	-0.444	-0.333
B187648	2.667	-0.222	1.889	0.778	2.556	-2.667	-1.889	0.111	-3
B187649	1.556	0.889	1.889	-0.222	1.778	-2.556	-2.222	-1.111	-2.222
B187650	1.444	0.222	2.556	0	2.778	-2.111	-2.222	0.556	-1
B187651	0.333	0.222	1.556	-0.889	0.667	-1.667	-1.667	1.444	-1.444
B187652	0.889	1.111	1.444	-1.333	2.667	-2.778	-0.889	1.222	-1.444
B187654	1.444	1	2.222	0.778	1.778	-1.889	-0.111	0	0.222
B187656	2.333	-0.111	2.778	-0.222	2.889	-3	-2.889	0.222	-2.556
B187657	0.556	0.111	1.667	-0.333	1.333	-2.111	-1	1.556	1.222
B187659	2.333	-0.556	3	-0.111	2.333	-2.778	-1.444	2.333	-2
B187660	1.444	1	0.444	-0.333	1.778	-1.667	-0.444	-0.889	-1.556
B187663	0.778	-0.778	1.889	-0.444	1.222	-2.889	-2.222	-1.778	-2.444
B187665	0.889	1.333	1.667	-0.222	1	-1.889	-0.556	0.333	-1
B187667	1.556	-0.111	2.444	0.222	2.667	-3	-3	0.333	-3
B187669	2.667	-0.889	2.222	0.222	1.889	-3	-1.222	-1.333	-2.778
B187670	0.889	0.667	1	-0.667	2.111	-3	-2.889	1.333	-3
B187671	1.778	0.778	1.333	-0.333	2.556	-2.778	-2.111	1.333	-2.222
B187673	0.333	1	1.444	0.333	2.333	-2.333	-0.111	0.778	-0.889
B187675	1.111	1.111	1.778	-0.111	1.667	-2.778	-2.556	1.111	-3
B187677	0.778	-1.556	0.889	-2.111	1.667	-3	-3	-0.778	-3
B187678	0.222	0.889	1.444	0	2.333	-2.111	-0.556	0.444	-1.778
B187679	2.778	1.778	3	1.444	2.778	-1	-2	2.889	-1
B187680	0.889	0.333	1.111	-1.333	2.556	-3	-2	0.444	-2.778
B187683	0.444	-0.889	2.222	0	2.667	-3	-1.444	-1.222	-1.111
B187684	2.333	0.889	1.556	0.333	2	-2	0.444	0.778	-0.333
B187685	-0.111	0	0.111	0	0.333	1	1.222	0.778	0.222
B187688	1.778	0.889	2.111	0.111	2.556	-2.667	-2.778	0.556	-2
B187689	-0.556	0	2.222	-0.444	1.667	-2.444	-2.333	1.111	-3
B187692	1.778	0.333	2	-0.333	2.667	-2.556	-3	0.222	-2.556
B187693	2.667	0.333	2.667	-0.333	2.778	-2.778	-0.889	0.778	-2.111
B187695	0.667	0.778	1.556	-1.222	1.778	-2.444	-1.889	0.667	-1.889
B187701	-0.556	-0.222	2.222	-0.889	2.667	-3	-3	-0.444	-2.222
B187702	1.222	1.889	2.222	-0.556	2.556	-3	-2.444	0	-2.667
B187703	1.444	1	2.889	-0.111	3	-3	-1.889	-0.111	-2.556
B187704	1	0	2.667	0	2.222	-0.778	-0.667	0.667	-0.111
B187705	1.111	-0.111	1.556	-0.444	1.889	-3	-3	-0.333	-1.889
B187707	-0.667	-0.778	0.556	-0.778	0.556	-3	-3	-1.667	-2.778
B187709	0.333	0.444	0.889	-0.667	1.444	-2	-0.111	0.111	-1.778
B187710	-0.111	-0.222	1.667	-0.222	2.111	-2.889	-1.111	-2.111	-2.889
B187713	-2.222	-1.667	0.556	-2.889	-1.111	-2.889	-2.556	-2.667	-1.111
B187715	-0.333	0	1.222	-0.222	0.556	-2.444	0.222	0.111	0
B187716	0.556	0.222	1.667	-0.778	1.444	-3	-2.889	0.889	-2.667
B187718	1.111	1.222	1.556	0.111	1.889	-1.889	-1.556	1	-2.667
B187720	0.222	0.222	1.222	-0.222	0.778	-2.667	-2.444	1.111	-2.444
B187721	1.333	0.333	2.444	-0.889	2.556	-2.778	-2.556	0.111	-2.333
B187723	1.333	-0.556	2	0.222	1.667	-3	-3	0.667	-1.889
B187724	1.444	1.111	2.222	-0.111	2.111	-2.111	-1.667	0.556	-0.333
B187726	2.222	1.111	2.889	-0.333	2.889	-2.333	-3	1	-3
B187727	2	1.111	2.222	0.556	1.889	-1.333	-0.444	-0.222	-2.444
B187730	0.222	0.111	2.556	-0.778	2.667	-2.778	-0.778	-2.333	0.556
B187731	1.333	0.556	2.333	-0.333	1.222	-3	-2.778	-1	-0.889
B187732	0.889	1	2.778	-0.111	2.667	-3	-2.667	0	-1.444
B187739	1.778	0.556	1.444	-0.889	1.111	-2.333	-2.111	-0.444	-2.778
B187740	1.111	-1.889	0.667	-1.222	0.333	-3	-2.667	-2.667	-1.333
B187743	-0.556	-0.556	1.556	-0.667	0.778	-2.778	-2	-1.222	-1.444
B187745	0.444	-0.667	1.778	-1.333	1.222	-2.889	-2	-0.778	-2.778
B187746	1.111	1.889	2.222	-0.111	2.444	-3	-2.778	0.444	-2.667
B187747	2.444	0	2.111	-0.111	1.556	-2.667	-0.333	-1.667	-1.111
B187748	0.333	-0.444	1.889	-0.667	1.778	-2.778	-2.444	0.111	-2.889
B187749	2	1.222	1.222	-0.222	2.889	-2.111	-0.667	1.667	-1.444
B187750	1.222	1.222	-0.444	-0.778	1.333	-1.667	-0.333	-0.111	-1.667
B187751	0.333	-0.111	2.111	-0.333	2.556	-3	-1.889	-1.333	-0.222
B187752	1.444	0.111	2.667	-0.556	2.889	-3	-2.556	-0.889	-2.556
B187753	0.444	-0.444	2.222	0	1.222	-2.667	-2.333	0	-1.667
B187754	3	2.333	2.667	0	3	-3	-2.778	2.222	-2.333
B187755	0.889	-0.222	0.889	-0.333	1.333	-2.778	-1.889	0.444	-2.778
B187757	0.667	-0.667	0.889	-0.444	1.111	-3	-2.222	0.222	-2.889
B187759	0.444	-0.556	2.667	0	2.556	-3	-3	-1.778	-3
B187760	0.222	-0.667	0.667	-0.444	1	-3	-3	-1.778	-3
B187761	0.333	0.556	2.444	-0.556	1.889	-2.889	-1.556	0.778	-1.778
B187764	2.111	-0.667	2.778	-0.333	2.556	-3	-2.111	-0.778	-3
B187766	1.333	0.333	2.889	-0.222	2.667	-3	-3	0	-2.667
B187767	1.667	1.333	2.444	0.333	3	-2.778	-2	-2.556	-2.333
B187772	0.667	-0.333	2.889	0	1.778	0	0.333	0	0
B187773	0.222	-0.667	1	-0.222	1.333	-3	-2.333	0.333	-2.556
B187775	0.778	-0.444	2.111	-2.333	2.333	-2.333	-0.778	-0.333	-2.333
B187776	-0.444	-2.222	-0.222	-2.111	1.222	-3	-1.111	-2.556	-1.111
B187777	2.667	0.333	2	0.778	2.556	-1.333	-1.111	0.778	-0.222
B187783	-0.222	0.333	0.889	-0.889	1	-3	0.222	0.333	-0.444
B187784	2.667	1.556	2.778	-1	3	-2.889	-2.333	1	-3
B187789	0.333	0.111	0.222	-0.222	1.222	-1.333	0.667	-0.778	0.333
B187790	0.222	-0.222	1.222	-0.222	0.222	-2	-1.444	0.111	-2.667
B187791	-1.444	-2.333	-1.778	-1.667	-1.333	-3	-2.889	-2.444	-3
B187792	1.333	1.333	1.556	0.111	1.333	-1.667	-1.556	1.111	-1.111
B187793	1.111	1.556	2.556	0.111	1.778	-3	-1.333	-0.333	-1.889
B187800	2.333	1	1.889	0.556	2.444	-1.222	-0.778	1.667	-2.778
B187807	1.889	1.667	2.667	0.556	2.667	-2.444	-2.444	0.889	-2.889
B187808	1.444	0.111	-0.111	-0.111	1.778	-2.778	-1.444	0.444	-2.667
B187811	0.444	-0.556	2.556	-0.222	1.111	-2.556	-2.667	-1.667	-2.889
B187812	2.778	0.556	3	0	2.889	-3	-2	1.778	-1.333
B187813	1.111	0.556	0.889	-0.111	1.111	-1.444	-1.222	1	-1.444
B187814	0.333	0.111	-0.556	-1.889	1.556	-2.778	-1.556	0.778	-3
B187815	1.444	1.222	2.778	-0.222	1.444	-1.889	-0.778	0.222	-2
B187816	-0.222	-0.333	0.889	-0.667	1.667	-3	-2.222	-0.778	-1.444
B187817	-0.444	0.444	1.444	-0.556	1.222	-2	-2.556	0.667	-0.444
B187823	0.333	-0.222	1.889	-0.889	1.889	-2.444	-2.444	1.556	-2
B187824	1.444	0.889	1.667	-0.667	2.222	-3	-2.333	0	-2.778
B187826	0.444	0	2.333	-0.889	2.333	-2.889	-2.111	0.889	-1.778
B187827	2.222	-0.111	2.667	-0.778	2.222	-3	-0.889	-2.111	-2.556
B187833	0.444	0.222	1	-0.222	1.222	-2	-1.333	-1	-1.667
B187834	0.444	0.111	0.333	0	0.778	-1.444	-0.778	-1.778	-1.889
B187836	1.889	0.444	2.444	0.333	2.222	-2.667	-1.444	-0.111	-1.333
B187838	0.889	0.222	1.222	0	1.333	-2.556	-1.889	0.333	-1.222
B187839	0.556	-0.222	2.444	0	1.444	-2.333	-1.111	0.444	0.111
B187840	0.667	-0.222	0.556	-0.889	1	-3	-2.111	0.889	-2.778
B187841	2.333	-0.556	2.333	-1.111	3	-3	-2	-1.667	-3
B187842	2.778	0.778	1.889	0.444	2.444	-1.889	-0.222	-0.222	-2.333
B187843	1.667	1.111	2.778	0.444	1.889	-2.111	-1	2	0.556
B187844	2	-0.889	2.556	-0.444	1.111	-3	-2.889	1.556	-2.889
B187847	1.556	1.667	2.222	-0.778	1.889	-2.556	-1.778	1	-1.889
B187848	2.333	-0.333	1.889	0	2.556	-3	-3	-1.667	-2.444
B187849	1.222	0.889	2.444	-0.444	2.333	-3	-3	0.333	-2.667
B187853	1.556	0	2.889	-0.333	2.556	-2.556	-2.333	-0.778	-3
B187854	2.778	0.889	2	-0.111	1.889	-1.778	-0.333	1.222	-1.667
B187855	2	1.111	2.667	-0.111	2.778	-3	-3	0.556	-2.889
B187856	0.889	-0.111	2	0.111	3	-3	-2.778	-2.222	-3
B187857	1.778	0.444	2	0.444	1.667	-2.444	-2.111	1.556	-2.333
B187858	1.444	1.667	2.333	0.333	2.889	-3	-1.556	-2.444	-2
B187863	0.111	0.556	2.667	-0.111	1.667	-3	-2.444	0.111	-2.778
B187864	0.222	0.778	2.444	-0.111	1.222	-2.556	-1.111	-0.889	-0.667
B187865	2.778	1.111	2.889	0.222	3	-2.889	-3	-0.667	-2.667
B187866	0.889	1.111	1.778	-0.556	2.333	-2.444	-0.778	0.333	-1.667
B187867	0.889	0.667	1.667	-0.667	2	-2.889	-2.889	-0.111	-2.778
B187869	0.222	1.222	1.333	-0.222	2.111	-1.778	-1	-1	-1.667
B187870	0.778	0.556	2.778	-1.111	1.111	-3	-2.778	-1.111	-3
B187871	0.889	1.222	2.111	-1.556	2.667	-2.667	-1.333	-2.111	-3
B187872	0.444	-0.111	2.667	-0.333	2.444	-3	-2.556	-0.222	-2
B187873	0.333	0.444	2.333	-0.556	2	-2.778	-1.333	0.778	-0.556
B187874	0.667	0.333	1.556	-0.556	1.889	-2.444	-2.111	0.778	-2.889
B187875	0	0.444	2.556	-0.222	2	-2.222	-0.444	-0.222	-1.556
B187881	2.889	0.111	2.222	0.444	2	-2.889	-2.667	-0.444	-2.111
B187882	1.111	1.444	2.444	-0.222	1.667	-2.222	-1.556	0.444	-1.333
B187886	0.667	0	1.556	-0.444	2.556	-3	-2.667	-1.667	-3
B187894	0	0.444	2.444	0.111	1.333	-1.889	-0.333	-1.222	-2
B187898	1.333	1.222	2.444	0.111	2.222	-2.333	-1.778	-0.444	-2.667
B187903	0.444	0.444	2.556	-0.333	2.556	-2.889	-2.111	0.556	-2.667
B187904	1.667	0.889	2.778	-0.222	2.333	-2.889	-2	-0.444	-1.222
B187906	1.556	0.111	1.444	-0.444	1.778	-2.667	-2.222	1.444	-2
B187907	2.111	0.222	2.667	-0.778	1.556	-2.889	-2.778	-1.889	-1.778
B187908	1.889	0.667	2.667	-0.222	2.444	-3	-1.778	-0.444	-2.444
B187909	1.778	0.111	2.778	-0.111	2.111	-2.889	-1.889	1.333	-2.667
B187910	1.444	0.778	2.556	0.111	2.222	-2.333	-2.111	-0.111	-2.444
B187911	1.778	-0.333	2.778	-0.111	1.333	-2.667	-3	-1.333	-3
B187912	1.889	0.889	2.444	-0.111	1.889	-2.889	-1	-1.444	-0.667
B187913	1.222	0.556	2.333	0	2.222	-3	-3	-0.444	-3
B187915	1.111	1.444	2.111	0.333	2	-2.556	-1.778	-0.111	-0.667
B187916	2.444	1	2.556	-1.111	2.889	-3	-2.667	-0.111	-2
B187917	2.444	1.111	2.444	0.444	1.889	-0.778	-0.222	-0.556	-0.667
B187918	2.556	1.333	2.889	-0.222	3	-2.889	-2.333	2	-2.222
B187919	1.889	-0.111	2.667	-0.111	2.778	-3	-2.556	-1.111	-2.556
B187920	1.667	-1.222	2.667	-0.889	1.889	-3	-2.889	0.889	-2.667
B187921	2.333	-0.111	2	-0.778	2.222	-3	-2.556	0.111	-2.889
B187922	0.889	0.444	1.778	0.222	1.778	-2.556	-1.556	-1	-0.889
B187923	-0.222	0.111	1.556	-0.556	1	-2.333	-2	-0.333	-2.222
B187927	2.333	1	2.333	1	2.556	-3	-3	-0.222	-3
B187930	-1.111	-1.667	-1.556	-1.667	-1	-2.778	-3	-1.889	-2.222
B187931	1.333	0.222	2.889	1.111	2.889	-3	-2.667	0	-2.444
B187935	0.444	-0.111	2.111	-0.667	1.667	-3	-2.222	-0.889	-2.667
B187937	1.778	-1.556	1.333	-0.889	-0.111	-2.556	-2.444	-0.556	0
B187938	1	0.444	1.111	0.444	1.778	-1.111	-0.556	0.778	-1.778
B187939	2.556	0.222	1.889	-1.222	1.556	-3	-3	0.333	-2.889
B187942	0.444	-0.111	1.556	-0.333	1.333	-2.333	-2.333	0	-1.444
B187944	1.333	-0.222	1.333	0.111	1.111	-1.889	-0.889	1.222	0
B187945	1.444	0.556	2.222	-0.778	2.111	-3	-2.889	0.667	-3
B187946	2.444	1	1.778	-0.444	3	-3	-1.889	-1	-2.333
B187947	-1.333	-1.444	-1.222	-1.778	-1	-2.889	-2.667	-2.778	-3
B187948	1.222	0.667	2.889	-0.667	2.667	-3	-3	-1.778	-3
B187949	0.444	-0.444	0.222	0	0.333	-2.444	-1.667	0.111	-1.667
B187950	2	0.444	2	-0.444	2.333	-2.889	-2.667	0.444	-3
B187951	1.556	1	1.444	0	2.556	-3	-2.889	-0.667	0
B187954	1	-0.778	1	0.111	1	-3	-3	-1.222	-3
B187957	0.333	0.667	1.444	-0.111	1.222	-2.444	-0.778	0.444	-1.778
B187958	0.222	-0.333	0.222	-0.444	0.556	-3	-3	0.111	-3
B187961	0.333	1	1.889	0	1.111	-1.889	-1.889	1.444	-0.778
B187965	1.556	1	2.667	-0.444	2.889	-2.889	-2.444	0.222	-3
B187966	1.556	1.444	1.889	0.111	2.222	-3	-2.889	1.667	-2.667
B187968	0.889	-0.778	2.222	-0.444	1.889	-2.667	-2.222	-0.111	-2.889
B187970	1.111	1.444	2.889	0.444	3	-3	-3	-0.889	-2.444
B187971	-0.111	-0.556	-0.889	-2.222	1.667	-3	-3	-2.778	-2.444
B187972	1	0	1.667	0	0.778	-0.889	-0.556	-0.333	0.333
B187974	1.889	0.444	2.556	-0.444	2	-3	-3	-1.667	-2.444
B187975	1.444	0.444	1.556	0	2	-2.778	-1	1.556	-2.333
B187977	0.889	0.556	2.667	-1.111	2.667	-3	-3	0.778	-3
B187981	1.778	0.556	0.889	0.222	1.556	-2.333	-1.667	-1.222	-0.111
B187983	1.667	-0.778	2.222	0.222	2.222	-3	-2.778	-1.778	-2.778
B187984	1	1.444	1.111	0.222	1	-1	-0.778	0.889	-0.667
B187986	-1.444	-0.667	1.222	-1.111	0.778	-3	-1.444	-0.333	-2
B187987	2.111	1.333	2.222	0	2.222	-2.556	-0.778	-1.222	-1.556
B187990	0.556	-0.778	1.444	-0.222	0.444	-2.889	-2.444	-0.333	-3
B187991	2	1	2.778	-0.222	2.222	-3	-2.778	1.667	-2.667
B187992	0.667	1.889	2.333	1.222	2.333	-0.444	0.444	1.778	-1.778
B187994	-2.778	-1.667	-2.778	-1.222	-3	-1	-1	-2.778	-1
B187998	2.444	0.889	2.444	-0.222	1.556	-2.333	-2.111	1.778	-1
B188001	0.222	-0.333	0.556	-1.111	0.889	-3	-1.111	-3	-2.333
B188002	-0.333	-1.222	0.444	-2.111	-0.556	-2.889	-2.889	-0.778	-2.778
B188003	0.889	-0.111	1.667	-0.333	1.667	-3	-2.889	1	-2.222
B188004	1.667	0.889	2.556	-0.444	2.667	-3	-3	0	-3
B188005	0	0	0.333	-0.333	0	-1.778	-0.778	-0.889	-0.556
B188006	0.111	-0.222	1.667	-1.556	0	-1.667	-0.667	-1.111	1.444
B188008	0.111	0.556	1.333	-0.889	1.111	-2.889	-2	-2.222	-2.444
B188010	1.222	0	0.111	-0.778	0.444	-2.444	-1.667	-0.333	-2.333
B188013	1.444	0.222	2.444	0.111	1.667	-3	-2.667	0.333	-2
B188014	0.667	-0.222	2.889	-0.556	1.111	-3	-2.778	0	-3
B188015	-1	0.667	0.778	-0.556	1.667	-2.778	-2.667	-0.111	-2.667
B188016	1	0.667	1.667	-1.111	2	-3	-2.667	0.444	-3
B188019	2.444	-0.778	2.778	-0.222	2.889	-3	-3	-2.444	-3
B188021	1.778	-0.889	2.889	-0.111	0.556	-2.333	-2	0.333	-1.222
B188022	0.667	-0.222	0	-1	0	-2.889	-2.444	0.444	-2.444
B188025	0.667	-0.333	2.111	0	1.778	-2.889	-3	-0.111	-1.778
B188027	1.111	1.778	2.111	-2.667	2.111	-0.667	2	0.667	1.333
B188028	1.222	1	2.667	-0.333	2.556	-3	-2.556	1.667	-2.889
B188030	0.111	-0.111	0.333	0	0.333	-0.111	0.111	0	-0.111
B188031	0.889	0.667	2.667	-0.222	2.667	-2.667	-2.444	0.667	-2.111
B188033	0.333	0.222	2.444	-0.333	1.889	-2.667	-2.333	0.222	-2.778
B188034	0.778	1.667	2	0.111	2.889	-2.778	0	1.778	-1.667
B188035	0.333	0.111	2.889	-2.111	1.778	-2.778	-0.222	1	-1.667
B188036	-0.889	-1.889	-0.556	-0.556	-1	-2.667	-1.556	-1.333	-2.111
B188037	0.889	2.111	2.444	0	2.889	-2.889	-0.778	-0.222	-2.556
B188038	1.667	0.111	1.778	-1.444	2.556	-3	-3	-1.222	-3
B188039	0.778	-0.111	0.778	0.444	2.333	-2.778	-2.556	-2.556	-2.667
B188040	2.333	-0.111	2.333	0.333	2.889	-2.556	-0.556	-1.333	-2.778
B188044	0.444	0.778	2.556	0.222	2.667	-2.222	0.778	0.667	0.889
B188046	0.111	-0.111	1	-0.667	1.111	0	-0.333	0.333	-0.556
B188048	1.111	-0.444	2.667	-0.222	2.222	-3	-2.556	-1.333	-2.333
B188049	2.556	1	2.889	1.222	2.444	-3	-1	1.444	-1.889
B188050	-1.222	0.222	2.667	-0.556	2.333	-2.222	0.333	-1.333	-2.222
B188051	0	0	0	0	0	0	0	0	0
B188055	2.222	0.667	2.778	-0.111	3	-2.667	-2	-1.333	-1.889
B188056	2.333	-0.556	2.111	-0.556	2.889	-3	-2	-1.778	-3
B188057	-0.333	-1.333	2.889	-0.333	1.556	-3	-2	-3	2.444
B188058	0.667	-0.111	2.667	0	1.111	-3	-1.556	-0.444	0.333
B188060	1.667	-0.667	1.667	0	1.111	-3	-2.556	-1	-2.556
B188061	1.444	0.556	1.556	0.667	1.444	-1.889	-1.444	0.222	-1.444
B188062	0.778	0.556	1.889	0.111	1.111	-3	-1.222	-1.889	-2.333
B188063	1.222	-0.333	-1.111	-1.222	1.778	-2.667	-1.667	0.333	-2
B188066	0.222	-0.111	1.444	-0.222	1.778	-3	-1.667	-3	-1.222
B188068	1.778	0.556	2.333	-0.778	2	-3	-2.444	-1.778	-2.444
B188069	2.333	2.111	2.111	0.556	2.778	-2.444	-2.333	2.111	-2.222
B188070	0.111	0.333	-0.222	-0.222	1.444	-1.222	-0.444	0.556	-0.667
B188071	0.333	-0.556	1.444	-0.778	2.111	-2.889	-2.667	1.222	-2.889
B188072	2.222	0.444	2	0.333	2	-2.889	-2.556	1.667	-2.222
B188073	1.444	0.222	2.889	-0.556	2.556	-3	-2.556	0.333	-1.667
B188074	1.778	1	2.667	0.111	2.111	-2.778	-2.889	2.333	-2.333
B188075	2.333	0	2.333	-0.222	2.556	-2.889	-2.333	0	-2.556
B188078	2.778	-0.556	2.333	0.222	2.111	-3	-3	-0.111	-3
B188079	1.889	0.889	2.778	-1.111	2.333	-2.667	-0.778	-0.778	-1.333
B188080	1.667	0.778	2.222	0.556	2.667	-2.444	-0.556	1.111	-2.111
B188081	2	-0.222	3	1	2.667	-3	-2	1.556	-2
B188082	2	-0.111	2.444	-0.444	2	-3	-1.222	-2	-2.889
B188084	-0.222	-2.778	-0.333	-1.444	-1.111	-3	-3	-2.333	-3
B188087	1.778	0	1.778	-0.111	1.667	-3	-2.111	-0.556	-2.667
B188089	0	-0.333	0	-0.778	1.889	-2.889	-2.333	-1.889	-3
B188091	1.778	-0.778	0.889	0	1.444	-2.556	-2	1	-2.444
B188092	0	0	0.333	0	1.111	0	0	0	-1.667
B188093	1.778	0.222	2.667	-0.778	2.222	-3	-2.667	-1.556	-2.889
B188094	1.778	0.667	2.222	-0.556	2.667	-3	-2.667	2.667	-2.667
B188095	0.333	-0.889	1.889	0	1.556	-3	-3	-0.111	-1.444
B188097	0.444	0.667	0.667	-0.444	0.778	-2.444	-1.444	0.444	-1.667
B188099	0.889	1.778	1.333	-0.222	2	-2.889	-0.778	1	-1.111
