Project	Respondent_ID  ID	GRPRT_img1050_PRT  {#IMG_1050} :	GRPRT_img1120_PRT  {#IMG_1120} :	GRPRT_img1300_PRT  {#IMG_1300} :	GRPRT_img1301_PRT  {#IMG_1301} :	GRPRT_img1321_PRT  {#IMG_1321} :	GRPRT_img1440_PRT  {#IMG_1440} :	GRPRT_img1441_PRT  {#IMG_1441} :	GRPRT_img1460_PRT  {#IMG_1460} :	GRPRT_img1463_PRT  {#IMG_1463} :	GRPRT_img1500_PRT  {#IMG_1500} :	GRPRT_img1525_PRT  {#IMG_1525} :	GRPRT_img1610_PRT  {#IMG_1610} :	GRPRT_img1710_PRT  {#IMG_1710} :	GRPRT_img1811_PRT  {#IMG_1811} :	GRPRT_img1930_PRT  {#IMG_1930} :	GRPRT_img1932_PRT  {#IMG_1932} :	GRPRT_img4006_PRT  {#IMG_4006} :	GRPRT_img4150_PRT  {#IMG_4150} :	GRPRT_img4220_PRT  {#IMG_4220} :	GRPRT_img4225_PRT  {#IMG_4225} :	GRPRT_img4531_PRT  {#IMG_4531} :	GRPRT_img4534_PRT  {#IMG_4534} :	GRPRT_img4537_PRT  {#IMG_4537} :	GRPRT_img4538_PRT  {#IMG_4538} :	GRPRT_img5600_PRT  {#IMG_5600} :	GRPRT_img5631_PRT  {#IMG_5631} :	GRPRT_img5660_PRT  {#IMG_5660} :	GRPRT_img5700_PRT  {#IMG_5700} :	GRPRT_img5814_PRT  {#IMG_5814} :	GRPRT_img5831_PRT  {#IMG_5831} :	GRPRT_img5833_PRT  {#IMG_5833} :	GRPRT_img5836_PRT  {#IMG_5836} :	GRPRT_img5971_PRT  {#IMG_5971} :	GRPRT_img5972_PRT  {#IMG_5972} :	GRPRT_img8031_PRT  {#IMG_8031} :	GRPRT_img8080_PRT  {#IMG_8080} :	GRPRT_img8179_PRT  {#IMG_8179} :	GRPRT_img8180_PRT  {#IMG_8180} :	GRPRT_img8186_PRT  {#IMG_8186} :	GRPRT_img8200_PRT  {#IMG_8200} :	GRPRT_img8370_PRT  {#IMG_8370} :	GRPRT_img8475_PRT  {#IMG_8475} :	GRPRT_img9050_PRT  {#IMG_9050} :	GRPRT_img9230_PRT  {#IMG_9230} :	GRPRT_img9600_PRT  {#IMG_9600} :	GRPRT_img9622_PRT  {#IMG_9622} :	GRPRT_img9902_PRT  {#IMG_9902} :	GRPRT_img9910_PRT  {#IMG_9910} :
N501	B6681864-A962-E611-8111-125BDAFF1DF1	-3	-3	-3	-1	-3	3	1	3	3	2	-3	3	3	3	-3	-3	3	3	3	3	3	3	3	3	-3	1	0	1	3	3	3	0	-3	-3	0	0	3	3	0	1	0	-3	-3	-3	-3	-3	-3	-3
N501	5621EAB2-A962-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	0	0	0	0	0	3	-3	3	3	0	-3	-3	-3	3	3	3	-3	-3	-3	-3	0	0	0	0	0	0	0	0	-3	-3	0	0	-3	-3	0	3	0	-3	-3	-3	-3	-3	-3	-3
N501	C54F54D7-A962-E611-8111-125BDAFF1DF1	-3	-3	0	0	0	2	2	2	2	3	0	2	3	-3	-3	-3	1	1	1	2	-3	-3	-3	-3	3	3	2	3	0	0	0	1	-3	-3	0	-3	-3	-2	0	-1	0	0	-3	0	-3	-3	-3	-3
N501	0F7B45F5-A962-E611-8111-125BDAFF1DF1	3	3	-1	0	1	3	1	3	3	3	-1	3	3	2	1	1	3	3	2	3	-3	-3	-3	-3	3	2	3	3	3	3	3	3	3	3	1	-2	1	1	1	-2	3	1	-1	3	-1	3	-1	-1
N501	C5C65901-AA62-E611-8111-125BDAFF1DF1	-1	-2	-2	-1	0	2	2	1	3	0	-1	1	2	0	-2	-2	2	1	2	2	0	0	0	0	1	1	1	1	1	2	3	0	0	0	1	1	-3	0	-2	1	2	-1	0	0	-1	0	-2	-2
N501	3C5AC019-AA62-E611-8111-125BDAFF1DF1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	3	2	3	3	0	0	0	0	2	2	2	1	2	0	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	-1
N501	86EB2AC3-AA62-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-3	2	3	2	2	2	-3	2	3	2	-3	-3	3	2	3	2	1	0	0	0	2	2	2	2	1	2	2	3	-1	-2	2	1	1	2	2	2	2	1	-2	-2	-2	-3	-2	-3
N501	C89360FF-AA62-E611-8111-125BDAFF1DF1	-3	-3	-1	-1	0	2	2	2	1	2	-2	3	2	0	-2	-2	1	2	1	1	-1	0	-2	-1	2	1	1	1	0	1	0	0	1	-1	1	1	0	0	0	0	0	-2	-1	-1	-1	-2	-1	-2
N501	53EC953F-B062-E611-8111-125BDAFF1DF1	-3	-2	-2	-2	-2	-1	0	0	-1	0	-1	1	-1	-2	-3	-2	-3	-3	-1	-1	-1	-2	-2	-3	1	2	0	0	1	-2	-1	-1	0	0	-2	-1	-2	-3	-2	-1	-2	-1	-1	-1	-1	-1	-2	-3
N501	65BF8E1E-B162-E611-8111-125BDAFF1DF1	1	1	-1	-1	1	3	3	2	3	1	-2	1	1	0	1	1	2	2	2	2	0	0	-1	0	1	1	2	2	1	1	1	1	1	1	1	1	0	2	1	0	1	-3	-1	-1	1	-1	-1	-1
N501	B086C2AF-B162-E611-8111-125BDAFF1DF1	-3	-2	-2	-3	-2	3	2	3	3	3	-3	2	3	-2	-3	-2	3	3	3	3	1	2	1	0	2	1	2	0	0	2	2	2	-2	-2	2	1	2	3	3	3	2	0	-2	-2	-3	-1	-3	-3
N501	D31C6078-B262-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-3	2	3	2	0	0	-3	0	3	-3	-1	-1	1	0	0	0	0	0	0	0	3	3	2	3	1	3	3	3	-1	-2	0	0	-1	3	0	0	3	-2	-2	1	0	1	-3	-3
N501	4F55769B-B762-E611-8111-125BDAFF1DF1	1	0	0	0	0	2	2	3	2	3	-3	2	3	1	1	1	3	3	3	3	-3	-3	-3	-3	1	2	0	1	0	2	3	2	0	0	0	0	1	0	2	1	0	0	-3	-3	-3	-3	-3	-3
N501	63FE5083-EE62-E611-8111-125BDAFF1DF1	2	1	1	1	1	2	3	2	3	0	0	3	3	1	1	2	1	-2	-1	-2	0	2	-1	-1	2	2	3	3	1	3	0	1	1	1	2	0	1	1	2	1	1	0	0	-1	0	1	0	-1
N501	DFE6805B-EF62-E611-8111-125BDAFF1DF1	-3	-2	-2	-2	-1	1	1	2	2	1	-2	1	2	0	-2	-2	-3	-3	-3	-3	-1	-1	-1	-2	2	0	1	1	-1	0	0	1	-1	-2	1	-1	-2	-2	0	0	0	-2	0	0	-2	-1	-2	-2
N501	1000A1C7-EF62-E611-8111-125BDAFF1DF1	-1	-2	-1	-1	-1	2	3	1	2	1	-1	2	2	-1	-3	-2	-2	-2	-2	-2	0	0	0	1	1	2	1	2	2	1	-1	1	-2	-1	1	-1	1	0	1	1	1	-1	-1	-1	-2	-2	-2	-2
N501	4D2B7D0F-F062-E611-8111-125BDAFF1DF1	1	1	-1	-1	1	2	2	3	3	2	-2	2	3	2	0	0	2	2	3	3	1	-1	0	-1	1	2	2	2	2	1	1	2	0	0	0	1	-1	1	0	1	1	1	-2	1	-1	-3	-3	-2
N501	B2394F45-F062-E611-8111-125BDAFF1DF1	2	1	2	1	1	3	2	3	3	3	0	3	3	3	0	1	-1	3	-1	-1	1	0	3	0	3	3	3	1	3	3	3	3	2	1	3	2	3	3	3	3	3	3	-3	-1	-3	3	0	-3
N501	CA394F45-F062-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-2	3	3	2	3	0	-3	3	3	3	-3	-3	0	2	1	0	0	1	2	2	3	3	3	3	3	3	3	3	0	1	2	-2	1	-2	2	2	3	-3	-3	-3	-3	-3	-3	-3
N501	FFDA494B-F062-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-3	0	3	0	1	1	-3	3	3	-3	0	-3	-3	-2	-3	-3	-3	-3	-3	-2	3	3	3	0	3	3	2	3	-2	-3	0	0	-3	0	0	1	1	-3	-2	-3	-2	0	-3	-2
N501	1CDB494B-F062-E611-8111-125BDAFF1DF1	-1	-1	-3	-3	-1	2	1	1	3	1	-3	2	3	-2	-1	-2	-3	-3	-3	-3	-1	-1	-1	-1	3	2	3	1	2	2	3	2	-3	-3	2	0	-2	-1	-1	0	1	-2	-3	-3	-3	-3	-3	-3
N501	C3DA494B-F062-E611-8111-125BDAFF1DF1	0	0	0	0	0	1	1	2	3	3	0	1	3	0	0	0	-1	0	0	0	0	0	-1	0	2	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
N501	601B3F57-F062-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-2	3	1	1	2	2	-3	-1	2	1	-3	-3	-3	-3	-3	-3	-2	1	-1	-2	0	1	1	-1	1	1	1	1	-2	-3	1	1	1	1	1	-1	-1	-1	-3	1	-2	-3	-3	-3
N501	9C394F45-F062-E611-8111-125BDAFF1DF1	0	-3	-3	-2	-1	2	3	1	1	-1	-3	-1	0	-1	-1	-2	-2	-2	-3	-3	-2	-2	-2	-2	3	2	3	3	2	2	2	1	1	1	1	-1	0	1	2	1	2	-1	0	1	0	-1	-1	-1
N501	7D833E5D-F062-E611-8111-125BDAFF1DF1	-1	-2	-2	-2	-1	2	1	3	2	1	-2	2	2	0	-2	-1	1	1	1	2	2	1	2	1	1	1	2	2	2	2	1	1	-1	-1	0	1	-2	-1	2	0	2	-2	-3	-3	-2	-3	-2	-3
N501	00464875-F062-E611-8111-125BDAFF1DF1	-3	-3	-3	1	1	3	3	3	3	2	1	3	3	3	-2	-2	0	0	0	0	2	2	1	1	2	3	2	1	3	3	2	2	-2	-3	1	-2	-2	-2	-2	2	1	0	-3	-3	-3	-3	-3	-3
N501	2B824C7B-F062-E611-8111-125BDAFF1DF1	-2	1	-2	1	3	3	3	3	3	3	-2	3	3	1	-2	-2	-3	-3	-3	-3	1	-1	-2	-2	3	3	3	3	3	3	0	1	1	-1	0	0	-1	1	0	1	1	1	-3	1	-3	-2	-3	-3
N501	43824C7B-F062-E611-8111-125BDAFF1DF1	-3	0	-3	-3	0	3	3	2	3	3	-3	3	3	0	0	-3	0	0	0	0	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	-3	0	0	-3	-3	-3
N501	09824C7B-F062-E611-8111-125BDAFF1DF1	-1	3	0	-2	-1	3	0	-1	1	-1	0	0	-1	1	0	2	0	0	0	-1	0	-1	-1	0	-2	2	0	0	1	0	-1	1	1	2	0	0	0	0	-1	-1	0	1	0	1	0	-1	-1	-1
N501	F8814C7B-F062-E611-8111-125BDAFF1DF1	-3	-3	1	-2	1	3	3	3	3	3	-1	2	3	-2	0	-1	3	3	3	3	-1	-1	-3	-2	2	2	2	1	2	3	3	2	1	-3	2	-2	0	1	0	0	1	0	-3	-3	0	0	-2	-1
N501	E4BE5987-F062-E611-8111-125BDAFF1DF1	-1	-2	-2	-2	-2	3	3	2	-1	3	-3	2	3	2	0	0	0	0	1	1	0	0	0	0	3	3	2	3	2	3	3	2	-2	1	2	1	2	1	2	2	1	2	-1	0	0	0	-1	-1
N501	984C5693-F062-E611-8111-125BDAFF1DF1	1	0	-1	-1	1	1	1	1	2	1	-1	2	2	2	-1	0	1	0	1	0	0	1	2	0	1	2	0	0	0	1	1	1	0	2	0	-2	-1	1	0	1	1	0	0	0	-1	0	-1	-1
N501	059D4E99-F062-E611-8111-125BDAFF1DF1	0	-2	-3	-2	0	2	2	2	0	0	-3	0	2	1	-2	-3	0	0	0	-2	0	-1	-2	-1	2	2	2	0	3	1	2	2	-2	-2	1	0	0	0	0	1	0	0	0	-3	-2	-2	0	-3
N501	0BBF5987-F062-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-3	1	2	2	2	2	-3	2	1	1	-3	-2	-1	0	0	1	0	-1	0	-2	2	0	2	1	0	2	2	2	-3	-3	1	1	0	0	1	1	1	0	-3	-2	-2	0	-3	-3
N501	1D9D4E99-F062-E611-8111-125BDAFF1DF1	-2	-1	-3	0	0	3	3	3	3	3	-3	3	3	2	-3	-3	0	-1	0	0	0	0	0	0	2	2	1	1	3	2	2	1	-1	-2	2	1	1	1	1	0	2	0	-3	-3	-3	-3	-3	-3
N501	54B74B69-F062-E611-8111-125BDAFF1DF1	-3	-3	-1	0	0	3	3	1	1	2	-2	3	3	1	-1	-1	0	0	-1	0	1	1	1	3	2	2	3	2	2	3	0	3	-1	-1	1	2	0	1	1	1	2	-2	-3	0	-1	-3	-3	-3
N501	C1FA5D8D-F062-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	3	3	3	3	3	3	-3	3	3	3	-3	-3	0	0	0	0	0	0	0	0	3	3	3	0	1	3	3	0	1	-3	0	0	0	3	3	0	0	-3	-3	-3	-3	-3	-3	-3
N501	FA4C5693-F062-E611-8111-125BDAFF1DF1	0	1	-1	1	-1	2	1	1	1	1	-1	1	1	1	-1	1	0	-1	-3	2	1	-1	-1	-1	1	2	3	1	0	1	-1	2	3	2	1	-1	2	2	0	-1	1	0	-1	1	-1	2	-3	0
N501	0B4D5693-F062-E611-8111-125BDAFF1DF1	0	-1	-1	1	2	2	2	2	2	2	-1	2	2	2	-1	-1	3	3	3	3	2	1	1	1	2	2	2	2	2	2	2	2	-1	0	2	2	1	1	2	2	2	-1	-1	-1	-2	-1	-2	0
N501	14044DAB-F062-E611-8111-125BDAFF1DF1	0	-2	-2	-2	-1	2	2	1	3	-1	-3	2	0	-2	-1	-3	-3	-3	-3	-3	-2	-3	-3	-3	3	0	3	-1	3	0	3	3	1	2	-1	-2	3	1	-1	-2	2	3	1	-1	-3	-2	-2	-3
N501	2A044DAB-F062-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-1	3	3	3	2	3	-3	3	3	1	-3	-3	-3	-3	-2	-3	-1	1	2	2	3	3	3	3	3	3	3	3	-2	-2	3	2	1	1	3	1	1	-2	-3	-3	-3	-3	-3	-3
N501	1FDE57B7-F062-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-3	2	3	2	2	2	-3	2	2	3	-3	-3	3	3	3	3	-3	-3	-3	-3	3	2	3	3	3	3	3	3	-3	-3	0	-1	-3	0	0	0	-1	-3	-3	-3	-3	-3	-3	-3
N501	31DE57B7-F062-E611-8111-125BDAFF1DF1	-1	-1	1	3	2	1	0	1	-1	2	0	0	1	-1	-1	0	3	2	3	3	-2	0	-1	0	1	2	-1	2	-1	2	3	1	-2	-2	1	0	2	1	1	0	2	1	-3	-2	-1	-3	-1	-2
N501	57DE57B7-F062-E611-8111-125BDAFF1DF1	-2	-2	-2	-1	-1	3	3	3	3	3	-3	2	3	1	-1	-3	-2	-1	0	-1	1	1	0	0	3	3	2	2	3	2	3	1	-3	-3	2	2	2	2	2	1	1	0	-3	-3	-1	-3	-3	-3
N501	018F52BD-F062-E611-8111-125BDAFF1DF1	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	0	3	3	0	1	3	0	0	3	3	3	3	3	3	3	3	-3	-3	3	3	3	3	3	3	3	-3	-3	0	-3	-3	-3	-3
N501	8BE14AC3-F062-E611-8111-125BDAFF1DF1	0	0	-2	0	0	3	3	3	0	3	-2	2	3	0	1	2	0	-3	-2	-3	-2	3	-3	-3	2	3	3	0	1	3	3	0	0	0	0	0	0	-3	0	0	0	-3	0	-3	0	3	0	-3
N501	7E8F52BD-F062-E611-8111-125BDAFF1DF1	3	2	0	0	1	2	1	3	2	1	0	1	3	3	1	2	0	-1	-1	-1	3	0	0	0	3	1	3	1	3	3	1	2	2	1	3	2	3	3	3	1	1	3	1	1	3	3	0	-1
N501	70044DAB-F062-E611-8111-125BDAFF1DF1	-2	-3	-3	0	-2	2	2	1	2	2	-3	2	3	0	-3	-3	0	0	0	0	0	1	-1	1	1	1	1	1	1	3	1	1	-3	-3	2	1	0	1	1	1	0	0	-3	-3	-3	-3	-3	-3
N501	63F547C9-F062-E611-8111-125BDAFF1DF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N501	12F547C9-F062-E611-8111-125BDAFF1DF1	0	0	0	1	1	1	1	0	1	3	1	0	3	1	1	1	2	3	3	3	-3	-3	-3	-3	2	1	1	1	1	1	2	0	1	1	1	1	3	2	1	0	0	1	-2	1	-3	-3	-3	-3
N501	FF0C4ED5-F062-E611-8111-125BDAFF1DF1	-1	-2	-2	-2	0	2	3	3	3	3	-2	3	3	1	-2	-2	-3	-3	-1	-2	-2	0	-3	0	3	3	3	3	1	3	2	3	-1	-1	-1	-2	-2	-2	-1	-1	0	-2	-2	-1	-3	-2	-3	-3
N501	E5E14AC3-F062-E611-8111-125BDAFF1DF1	-3	-3	-1	-3	2	3	3	3	3	3	-3	3	3	3	-2	0	-1	-1	-3	-2	2	1	0	1	3	3	3	3	3	3	3	3	-2	-1	3	2	0	3	3	3	3	-3	1	-1	-3	3	-2	-3
N501	A35D46DB-F062-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-2	1	1	1	2	2	-3	1	2	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	2	3	1	2	3	2	3	1	-2	-3	0	0	1	0	1	-1	0	-3	-3	-1	-3	-3	-3	-3
N501	320D4ED5-F062-E611-8111-125BDAFF1DF1	-3	-3	1	3	0	3	3	3	3	3	-1	3	3	1	-3	-3	-2	0	0	0	2	-1	-1	3	2	3	3	3	1	3	3	3	-3	-3	-2	2	-3	-2	-3	0	3	-3	-3	-3	-3	-3	-3	-3
N501	D35D46DB-F062-E611-8111-125BDAFF1DF1	-3	-3	-3	-2	-2	1	3	3	3	3	-3	3	3	2	-2	-3	-1	-3	-2	-2	1	1	1	0	3	3	0	1	0	3	3	0	-3	-3	2	0	2	0	2	2	1	-3	-3	-3	-3	-3	-3	-3
N501	D3E880E7-F062-E611-8111-125BDAFF1DF1	-3	-2	-3	-2	-2	3	3	3	3	2	-3	3	3	0	-3	-3	-1	-2	0	-1	0	1	1	1	2	3	2	2	1	3	3	2	-3	-3	2	2	1	1	1	1	1	1	-2	-3	-3	-3	-3	-3
N501	93E14AC3-F062-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-3	3	3	3	3	3	-3	3	3	-1	-3	-3	3	3	3	3	0	0	0	0	3	3	3	3	-3	3	3	2	-3	-3	3	2	-1	3	0	3	3	1	-3	0	-3	-3	-3	-3
N501	4BE980E7-F062-E611-8111-125BDAFF1DF1	-3	-3	-2	-1	-1	2	2	2	2	1	-1	1	2	0	-2	-2	-2	-1	-1	-1	0	0	0	0	2	3	1	1	0	1	1	0	-1	-1	0	0	-1	0	0	1	0	-1	-1	0	-1	-1	-2	-2
N501	1BE980E7-F062-E611-8111-125BDAFF1DF1	-2	-2	-2	-1	1	2	3	3	2	2	-2	2	3	1	1	1	-1	-3	-3	-3	2	3	0	2	2	2	2	2	2	2	3	1	-3	-1	1	0	-2	1	0	0	2	-1	-1	-2	-3	-3	-3	-3
N501	46E980E7-F062-E611-8111-125BDAFF1DF1	-2	-3	-1	0	1	3	3	3	3	3	-2	3	3	3	-2	-2	3	3	2	3	3	1	3	3	3	1	3	3	3	3	3	3	3	-3	3	2	1	3	1	3	3	3	-3	-3	-3	-3	-3	-3
N501	DDE880E7-F062-E611-8111-125BDAFF1DF1	3	1	-2	-3	-1	3	3	2	1	2	1	3	3	0	2	2	0	0	0	-1	0	0	-1	2	2	2	2	1	2	1	2	2	0	-1	1	2	2	2	1	-1	1	1	0	1	0	-2	-2	-2
N501	1B334CCF-F062-E611-8111-125BDAFF1DF1	-1	-1	-2	-2	-1	3	3	3	3	1	-2	3	2	0	-2	-2	-1	0	0	-1	0	0	-3	0	3	3	3	3	2	1	1	1	-3	-3	1	1	-1	1	1	0	1	3	-3	-3	-3	-3	-3	-3
N501	EE3779ED-F062-E611-8111-125BDAFF1DF1	0	0	-2	-2	1	3	3	3	3	2	-2	3	3	0	-1	0	-1	-1	-1	-1	0	1	1	1	3	3	3	3	3	1	3	2	3	3	2	1	2	1	2	0	0	2	0	2	2	2	-1	-1
N501	42E980E7-F062-E611-8111-125BDAFF1DF1	-2	-2	-1	-1	-1	1	2	3	3	3	-2	3	3	0	-2	-2	-3	-3	-3	-3	1	2	0	0	2	3	2	1	3	1	3	2	-1	-1	0	0	-1	1	0	0	-1	-1	-2	-1	-2	-2	-1	-2
N501	24334CCF-F062-E611-8111-125BDAFF1DF1	-3	-3	-2	-1	-2	2	1	1	0	1	-3	2	1	0	0	0	3	3	3	3	-2	-2	-2	-2	2	2	1	0	2	0	1	2	-1	0	0	0	0	1	1	0	1	0	-2	1	-1	-2	-1	-2
N501	77FE86F3-F062-E611-8111-125BDAFF1DF1	3	3	3	3	3	3	3	2	2	3	3	3	3	2	1	2	-3	0	0	1	1	-3	1	1	3	3	3	3	3	3	2	3	-1	-2	-3	0	0	0	2	0	0	0	-3	-2	-3	1	-3	-3
N501	C03779ED-F062-E611-8111-125BDAFF1DF1	-1	-2	-3	-1	-1	1	2	3	3	2	-3	2	3	-1	-1	-3	-1	0	-1	-2	0	1	1	0	1	1	-1	2	-1	1	3	0	0	2	2	-1	0	1	1	1	1	-3	0	1	-1	0	0	-1
N501	D6A08005-F162-E611-8111-125BDAFF1DF1	1	1	1	1	0	2	3	3	3	3	0	3	3	2	0	1	1	1	0	2	1	2	-1	2	3	1	2	3	3	3	3	0	0	-1	3	2	3	2	3	2	3	1	-3	-3	0	0	-3	-3
N501	577586F9-F062-E611-8111-125BDAFF1DF1	-1	-1	-1	-2	0	2	2	3	2	1	-3	3	3	0	0	-1	-3	-3	-3	-3	0	-1	0	1	2	3	3	1	1	3	0	-2	0	-1	1	-1	-3	-1	2	0	1	-2	-2	-3	-1	-2	-3	-3
N501	0C18800B-F162-E611-8111-125BDAFF1DF1	-1	-1	-1	-1	0	0	2	2	1	1	-1	0	1	0	0	-1	3	3	3	3	0	0	0	0	2	2	3	1	3	0	3	0	-2	-1	1	2	1	0	0	1	1	0	-3	-1	-1	-1	-2	-2
N501	43324E3B-F162-E611-8111-125BDAFF1DF1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	1	3	3	3	3	-2	-2	-2	-2	1	1	1	1	1	0	1	1	0	1	0	-1	1	0	0	-1	-1	0	-1	0	-1	-1	-2	-1
N501	EDB83E47-F162-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-3	3	3	1	1	3	-3	3	3	0	-3	-3	3	3	3	3	0	2	0	0	3	3	3	3	3	3	3	3	0	-3	0	1	0	1	0	0	3	0	0	-3	-3	0	-3	-3
N501	B73B4A95-F162-E611-8111-125BDAFF1DF1	-2	-2	-1	-1	-1	0	-1	-2	-2	-1	-2	0	2	-1	-2	-2	-1	-1	-2	-1	-2	1	2	-2	1	1	-1	-1	-2	-1	-2	-1	-1	-1	-1	-2	-1	-1	-1	-1	0	1	-1	-2	-1	0	-1	-2
N501	E4C040AD-F162-E611-8111-125BDAFF1DF1	0	0	-1	-1	-1	1	1	1	1	1	-1	0	1	0	0	1	2	2	3	2	0	0	0	0	1	1	2	2	0	1	1	1	0	-1	1	1	1	1	1	0	1	0	-1	0	-1	-1	-1	-1
N501	5FF44AD7-F162-E611-8111-125BDAFF1DF1	-1	-2	-3	-2	2	3	2	3	2	1	-3	2	2	3	0	2	2	1	3	3	-2	-1	-2	-1	3	1	2	2	3	1	0	1	0	0	0	0	0	1	0	0	0	-1	-2	0	0	-1	-1	-2
N501	A8727CF5-F162-E611-8111-125BDAFF1DF1	-3	-3	-1	-1	-1	3	3	1	-2	3	-1	3	3	3	-1	-1	-3	-3	-3	-3	1	-1	-2	0	3	3	3	3	2	2	3	2	0	-3	1	1	0	0	1	1	1	-3	-3	-2	-3	-3	-3	-3
N501	5E447B01-F262-E611-8111-125BDAFF1DF1	-3	-3	-2	-1	-1	2	2	2	3	2	-3	2	3	1	-3	-2	3	2	2	2	0	2	0	2	3	3	3	3	3	3	2	2	-2	-3	1	1	-2	-1	1	2	1	-2	-3	-2	-3	-3	-3	-3
N501	6D229643-F262-E611-8111-125BDAFF1DF1	-3	-3	-3	1	3	3	3	3	3	3	-2	3	3	3	-3	-3	-3	0	-1	-1	-3	-3	-3	-3	2	3	-1	1	2	3	1	-1	-3	-3	2	-1	0	0	0	-1	3	-3	-2	-3	-3	-3	-3	-3
N501	7E3C8D85-F262-E611-8111-125BDAFF1DF1	-1	-2	-1	0	-2	-1	1	1	1	2	-1	-1	2	-1	-1	-2	3	1	1	2	-1	-3	-3	-3	1	1	1	0	1	0	2	-2	0	-2	0	0	1	1	1	0	1	-1	-2	1	-2	-2	-1	-2
N501	A67B889D-F262-E611-8111-125BDAFF1DF1	2	3	3	3	3	2	3	3	3	2	3	3	2	1	3	2	3	3	2	3	2	3	1	2	2	1	2	3	3	2	3	3	3	3	2	3	3	2	2	2	3	2	3	2	3	1	3	2
N501	4E5043B2-F362-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-2	2	3	2	3	1	-3	3	3	-2	-2	-2	-2	-3	-3	-3	-3	-1	-3	-3	2	3	2	2	2	2	3	2	-3	-3	0	-2	-2	-3	-1	0	-2	-2	-3	-1	-3	-3	-3	-3
N501	CA656EFA-F362-E611-8111-125BDAFF1DF1	-3	-3	-3	-3	-3	0	-1	0	0	0	-3	0	0	0	-3	-3	-3	-3	-1	-3	-3	-1	-2	-1	0	-1	-1	-1	0	3	3	3	-1	-3	0	-1	-3	-3	-1	0	-2	-1	-3	-3	-3	-3	-3	-3
N501	4EB1AD83-1163-E611-8111-125BDAFF1DF1	-3	-3	-3	1	-2	3	3	3	3	3	-3	3	3	3	-3	-3	3	3	3	3	3	3	3	3	3	3	1	3	3	3	3	3	-3	-3	1	2	3	3	2	3	0	2	-3	0	-3	-3	-3	-3
N501	A9D4959B-1163-E611-8111-125BDAFF1DF1	3	3	-3	-3	3	3	3	3	0	3	-3	0	3	0	0	3	0	3	3	3	-3	-3	-3	-3	3	0	3	0	0	3	0	0	3	3	0	0	3	3	3	0	0	0	3	3	0	3	0	0
N501	2CD27B37-1263-E611-8111-125BDAFF1DF1	-2	-3	-2	-2	-2	3	3	3	3	2	-2	2	3	1	-3	-3	3	3	3	3	0	0	0	-1	3	3	3	3	1	2	0	0	-3	-3	1	-1	-1	-1	0	1	-2	-3	-3	-3	-3	-3	-3	-3
N501	69A8616D-1263-E611-8111-125BDAFF1DF1	-1	-1	-1	-1	0	1	1	2	2	2	-1	3	2	-2	-2	-2	3	3	3	3	0	1	-1	-1	2	2	2	0	2	1	1	1	1	1	1	1	1	1	1	0	0	-3	-2	1	-2	-2	-2	-1
N501	67644FAF-1263-E611-8111-125BDAFF1DF1	2	2	-1	0	1	3	2	2	2	1	-2	2	3	3	2	3	3	3	3	3	-1	-1	-2	-2	2	2	3	2	2	1	3	1	2	2	-2	-2	-2	2	-2	2	-1	0	0	-1	-2	-3	-1	-2
N501	DE0750C1-1263-E611-8111-125BDAFF1DF1	2	1	-3	0	2	3	3	1	1	1	0	3	1	1	2	2	3	3	3	2	-1	-2	0	-3	2	1	2	3	3	1	2	1	0	1	0	2	2	3	3	2	2	0	0	0	0	2	0	-1
N501	FCE40915-1363-E611-8111-125BDAFF1DF1	0	0	-3	-3	-3	2	1	3	2	0	-3	0	1	0	-3	-3	3	3	3	3	0	-2	-3	-1	1	0	0	0	3	3	3	3	1	-1	0	1	0	1	0	1	3	0	-3	1	-3	-3	-3	-3
